,Unnamed: 0,id,vid,url,year,month,day,time
1038,1038,76400,r3gx08c5wck,https://www.youtube.com/watch?v=r3gx08c5wck,2017.0,5.0,5.0,09:00:03
1039,1039,81790,ZVNf9zaLBZc,https://www.youtube.com/watch?v=ZVNf9zaLBZc,2014.0,6.0,29.0,11:00:01
1040,1040,71781,4ZrW-b7cK78,https://www.youtube.com/watch?v=4ZrW-b7cK78,2015.0,10.0,22.0,18:19:10
1041,1041,71781,grN72MKBfK4,https://www.youtube.com/watch?v=grN72MKBfK4,2008.0,2.0,13.0,21:54:12
1042,1042,53193,En1QsvzQhZ0,https://www.youtube.com/watch?v=En1QsvzQhZ0,2012.0,7.0,25.0,20:23:52
1043,1043,76412,4Eet7tJ9SKA,https://www.youtube.com/watch?v=4Eet7tJ9SKA,2015.0,5.0,2.0,15:47:06
1044,1044,71781,1Pt9T1nTW10,https://www.youtube.com/watch?v=1Pt9T1nTW10,2017.0,5.0,22.0,21:04:36
1045,1045,53204,TIroArvJy30,https://www.youtube.com/watch?v=TIroArvJy30,2016.0,5.0,27.0,13:00:02
1046,1046,76400,e8TgwtxrWJo,https://www.youtube.com/watch?v=e8TgwtxrWJo,2013.0,1.0,27.0,04:09:18
1047,1047,53204,OlZKtRgquFY,https://www.youtube.com/watch?v=OlZKtRgquFY,2012.0,8.0,3.0,04:42:49
1048,1048,16323,JNkVNQ1L1jg,https://www.youtube.com/watch?v=JNkVNQ1L1jg,2012.0,4.0,23.0,23:57:03
1049,1049,40567,uyt9_ppLlxE,https://www.youtube.com/watch?v=uyt9_ppLlxE,2013.0,4.0,25.0,21:17:30
1050,1050,105253,81DjyQbefQg,https://www.youtube.com/watch?v=81DjyQbefQg,2012.0,8.0,8.0,03:22:55
1051,1051,44789,vGLCper0Kik,https://www.youtube.com/watch?v=vGLCper0Kik,2011.0,10.0,31.0,03:30:13
1052,1052,109972,E2Vu3O1BB10,https://www.youtube.com/watch?v=E2Vu3O1BB10,2014.0,1.0,23.0,00:21:29
1053,1053,118421,xcxRXAaX6oI,https://www.youtube.com/watch?v=xcxRXAaX6oI,2012.0,11.0,2.0,16:07:30
1054,1054,71781,D_xrYoMu_N4,https://www.youtube.com/watch?v=D_xrYoMu_N4,,,,
1055,1055,76407,bULuPw5PU9M,https://www.youtube.com/watch?v=bULuPw5PU9M,2017.0,5.0,12.0,09:46:00
1056,1056,94276,ajfTXQ0sBhU,https://www.youtube.com/watch?v=ajfTXQ0sBhU,2012.0,3.0,16.0,15:07:41
1057,1057,75501,Zb-7lzJ147Q,https://www.youtube.com/watch?v=Zb-7lzJ147Q,,,,
1058,1058,76407,DBRp2qABm-4,https://www.youtube.com/watch?v=DBRp2qABm-4,,,,
1059,1059,16815,nTSsGaHXTlA,https://www.youtube.com/watch?v=nTSsGaHXTlA,2012.0,6.0,16.0,03:45:25
1060,1060,26618,BGdcCLEzBQ8,https://www.youtube.com/watch?v=BGdcCLEzBQ8,2015.0,7.0,16.0,23:34:50
1061,1061,44047,OpJ1eb5DrRI,https://www.youtube.com/watch?v=OpJ1eb5DrRI,2012.0,5.0,28.0,18:37:15
1062,1062,76400,Z8mK-j-z-uc,https://www.youtube.com/watch?v=Z8mK-j-z-uc,,,,
1063,1063,113766,IlI4JUbUOng,https://www.youtube.com/watch?v=IlI4JUbUOng,2015.0,11.0,12.0,18:00:00
1064,1064,109972,XezZS-Ao5SU,https://www.youtube.com/watch?v=XezZS-Ao5SU,2016.0,5.0,9.0,19:38:07
1065,1065,76400,XhneeIYMUWc,https://www.youtube.com/watch?v=XhneeIYMUWc,2016.0,6.0,7.0,00:53:38
1066,1066,26618,16DxO6z8JeQ,https://www.youtube.com/watch?v=16DxO6z8JeQ,2016.0,4.0,10.0,00:08:57
1067,1067,71781,Oj0ag67Lp7o,https://www.youtube.com/watch?v=Oj0ag67Lp7o,2015.0,3.0,12.0,15:00:00
1068,1068,53204,zPwDAZYkPds,https://www.youtube.com/watch?v=zPwDAZYkPds,2007.0,5.0,25.0,02:41:16
1069,1069,23521,SA7uFWTTU34,https://www.youtube.com/watch?v=SA7uFWTTU34,2016.0,2.0,17.0,15:37:15
1070,1070,44047,5LHIoaSvKCU,https://www.youtube.com/watch?v=5LHIoaSvKCU,2013.0,4.0,2.0,08:40:12
1071,1071,95603,16Mry892p9s,https://www.youtube.com/watch?v=16Mry892p9s,2015.0,12.0,8.0,18:25:13
1072,1072,44789,SmPAMOPgUl8,https://www.youtube.com/watch?v=SmPAMOPgUl8,2014.0,8.0,25.0,03:54:43
1073,1073,40567,TB7-xZUDv8g,https://www.youtube.com/watch?v=TB7-xZUDv8g,2011.0,8.0,14.0,04:06:13
1074,1074,71781,piy16c_4CSI,https://www.youtube.com/watch?v=piy16c_4CSI,2016.0,7.0,22.0,18:22:24
1075,1075,101028,duGe-gR3Ek4,https://www.youtube.com/watch?v=duGe-gR3Ek4,2012.0,8.0,10.0,16:25:33
1076,1076,20898,56DWXx_RT0E,https://www.youtube.com/watch?v=56DWXx_RT0E,2016.0,6.0,14.0,12:05:02
1077,1077,93376,s3qCAGhtZO8,https://www.youtube.com/watch?v=s3qCAGhtZO8,2017.0,3.0,25.0,02:25:41
1078,1078,34938,gbW9yz2_bcc,https://www.youtube.com/watch?v=gbW9yz2_bcc,2015.0,12.0,21.0,13:34:19
1079,1079,106568,pltsPT312N8,https://www.youtube.com/watch?v=pltsPT312N8,2013.0,10.0,11.0,08:44:54
1080,1080,40570,KFGb7bodbVU,https://www.youtube.com/watch?v=KFGb7bodbVU,2015.0,11.0,28.0,01:51:47
1081,1081,109972,x7sPUg-JwlY,https://www.youtube.com/watch?v=x7sPUg-JwlY,,,,
1082,1082,40567,oHg9T0bFiKU,https://www.youtube.com/watch?v=oHg9T0bFiKU,2011.0,10.0,26.0,14:53:49
1083,1083,95603,oYx-cNfvmt0,https://www.youtube.com/watch?v=oYx-cNfvmt0,2016.0,1.0,25.0,19:31:19
1084,1084,1373,R17GMN0x5ks,https://www.youtube.com/watch?v=R17GMN0x5ks,2012.0,8.0,22.0,05:48:44
1085,1085,118779,t_v0q6ZGLkk,https://www.youtube.com/watch?v=t_v0q6ZGLkk,2012.0,12.0,12.0,03:15:55
1086,1086,51659,ub45H07xX7I,https://www.youtube.com/watch?v=ub45H07xX7I,2008.0,1.0,23.0,20:48:04
1087,1087,118421,AccWRhcloUY,https://www.youtube.com/watch?v=AccWRhcloUY,2012.0,8.0,20.0,14:16:30
1088,1088,105209,MmaryOK4eZU,https://www.youtube.com/watch?v=MmaryOK4eZU,2013.0,3.0,8.0,10:49:53
1089,1089,40596,oJw-ZzLmfho,https://www.youtube.com/watch?v=oJw-ZzLmfho,2015.0,8.0,31.0,14:01:58
1090,1090,113766,sd3jBFnUWPI,https://www.youtube.com/watch?v=sd3jBFnUWPI,,,,
1091,1091,23521,q9bLFFs5l2Y,https://www.youtube.com/watch?v=q9bLFFs5l2Y,2016.0,1.0,12.0,01:03:08
1092,1092,113766,Te8OIEBo3WI,https://www.youtube.com/watch?v=Te8OIEBo3WI,2015.0,4.0,29.0,03:46:00
1093,1093,87706,UKDkbnoqLmk,https://www.youtube.com/watch?v=UKDkbnoqLmk,,,,
1094,1094,44043,c33hWLzk2Jc,https://www.youtube.com/watch?v=c33hWLzk2Jc,2017.0,8.0,5.0,22:06:14
1095,1095,23521,UUPC_HpWZuQ,https://www.youtube.com/watch?v=UUPC_HpWZuQ,2013.0,6.0,3.0,21:55:24
1096,1096,87706,EupTSgLESeg,https://www.youtube.com/watch?v=EupTSgLESeg,2014.0,10.0,22.0,17:40:11
1097,1097,105222,oUz4fJs2olA,https://www.youtube.com/watch?v=oUz4fJs2olA,2014.0,12.0,3.0,04:01:06
1098,1098,23521,2f3p8CsG5BE,https://www.youtube.com/watch?v=2f3p8CsG5BE,2015.0,6.0,15.0,21:00:34
1099,1099,105762,MHX0fQYcsKg,https://www.youtube.com/watch?v=MHX0fQYcsKg,2008.0,3.0,31.0,17:33:19
1100,1100,40596,3sAasuthWcI,https://www.youtube.com/watch?v=3sAasuthWcI,2017.0,3.0,27.0,16:03:17
1101,1101,114508,QqkBHolMwZs,https://www.youtube.com/watch?v=QqkBHolMwZs,2013.0,11.0,21.0,22:30:01
1102,1102,95603,BEOuxZgXKl4,https://www.youtube.com/watch?v=BEOuxZgXKl4,2016.0,4.0,18.0,10:55:47
1103,1103,23524,b3BGBSjRnEk,https://www.youtube.com/watch?v=b3BGBSjRnEk,2012.0,10.0,6.0,19:16:39
1104,1104,76400,pe-Xm8-IQ-k,https://www.youtube.com/watch?v=pe-Xm8-IQ-k,2012.0,11.0,26.0,17:38:20
1105,1105,95603,vxUqUH7GsbI,https://www.youtube.com/watch?v=vxUqUH7GsbI,2013.0,5.0,3.0,13:18:45
1106,1106,53193,1nk_zP_08Hk,https://www.youtube.com/watch?v=1nk_zP_08Hk,2016.0,7.0,26.0,13:36:53
1107,1107,95603,HOO0hYXEQl8,https://www.youtube.com/watch?v=HOO0hYXEQl8,2016.0,7.0,29.0,07:22:28
1108,1108,109761,ndqKMmL--pI,https://www.youtube.com/watch?v=ndqKMmL--pI,,,,
1109,1109,23521,jZzyu8BBGOI,https://www.youtube.com/watch?v=jZzyu8BBGOI,2011.0,7.0,12.0,00:07:37
1110,1110,42901,jKliH3vc6_c,https://www.youtube.com/watch?v=jKliH3vc6_c,2012.0,4.0,20.0,13:30:09
1111,1111,108098,8K8KA5lYF2Q,https://www.youtube.com/watch?v=8K8KA5lYF2Q,2011.0,12.0,29.0,06:12:23
1112,1112,100901,qtxeGZL5jN0,https://www.youtube.com/watch?v=qtxeGZL5jN0,2013.0,10.0,15.0,21:39:08
1113,1113,53193,h8IhyPs7p3k,https://www.youtube.com/watch?v=h8IhyPs7p3k,2016.0,9.0,6.0,19:51:22
1114,1114,95603,amqULBmMs6U,https://www.youtube.com/watch?v=amqULBmMs6U,2015.0,6.0,13.0,02:22:41
1115,1115,16815,eHt4aR2N4ew,https://www.youtube.com/watch?v=eHt4aR2N4ew,2013.0,1.0,27.0,01:00:15
1116,1116,109972,Lwws44SgE0w,https://www.youtube.com/watch?v=Lwws44SgE0w,2016.0,6.0,27.0,16:00:01
1117,1117,118780,B_4WFpIsCJc,https://www.youtube.com/watch?v=B_4WFpIsCJc,2011.0,5.0,9.0,00:10:00
1118,1118,95603,jnDCn_hMU_Y,https://www.youtube.com/watch?v=jnDCn_hMU_Y,2017.0,7.0,22.0,02:21:36
1119,1119,23521,xeKXSDl2u6I,https://www.youtube.com/watch?v=xeKXSDl2u6I,2013.0,4.0,8.0,06:28:11
1120,1120,59684,AlRmj2mF3lQ,https://www.youtube.com/watch?v=AlRmj2mF3lQ,2014.0,10.0,2.0,10:18:59
1121,1121,77721,OCiFqvYI3GA,https://www.youtube.com/watch?v=OCiFqvYI3GA,2015.0,6.0,16.0,15:36:33
1122,1122,105253,goB2cnGHueg,https://www.youtube.com/watch?v=goB2cnGHueg,2015.0,10.0,3.0,21:24:41
1123,1123,109972,acv7fT-sD9c,https://www.youtube.com/watch?v=acv7fT-sD9c,2016.0,7.0,12.0,11:31:03
1124,1124,41718,uF5S5wPQRwU,https://www.youtube.com/watch?v=uF5S5wPQRwU,2013.0,6.0,28.0,18:09:02
1125,1125,76400,OmgS8E_5N3U,https://www.youtube.com/watch?v=OmgS8E_5N3U,2009.0,7.0,22.0,20:18:05
1126,1126,76400,K1KFFzOlBks,https://www.youtube.com/watch?v=K1KFFzOlBks,2016.0,10.0,14.0,10:14:06
1127,1127,106568,noDIWzdPO8s,https://www.youtube.com/watch?v=noDIWzdPO8s,2015.0,5.0,6.0,19:20:21
1128,1128,71781,BTSB3PK-cSo,https://www.youtube.com/watch?v=BTSB3PK-cSo,2013.0,2.0,21.0,15:07:13
1129,1129,76412,EHH5yIqMOqY,https://www.youtube.com/watch?v=EHH5yIqMOqY,,,,
1130,1130,105253,NBzy_hwT1yM,https://www.youtube.com/watch?v=NBzy_hwT1yM,2013.0,10.0,6.0,22:39:45
1131,1131,77721,TNir6MEUPQw,https://www.youtube.com/watch?v=TNir6MEUPQw,2014.0,1.0,20.0,16:11:25
1132,1132,96127,wydHnAu09ZE,https://www.youtube.com/watch?v=wydHnAu09ZE,2012.0,12.0,17.0,01:35:36
1133,1133,118780,xx5Jgcaiqb4,https://www.youtube.com/watch?v=xx5Jgcaiqb4,2016.0,5.0,19.0,02:51:35
1134,1134,91515,Aa4rc5Exz24,https://www.youtube.com/watch?v=Aa4rc5Exz24,2015.0,1.0,23.0,22:57:59
1135,1135,44789,kPIekue0lsU,https://www.youtube.com/watch?v=kPIekue0lsU,2015.0,10.0,21.0,14:08:38
1136,1136,113766,0r_oM1c9_DE,https://www.youtube.com/watch?v=0r_oM1c9_DE,2009.0,11.0,24.0,20:59:26
1137,1137,31438,otAwjsdJXzA,https://www.youtube.com/watch?v=otAwjsdJXzA,2012.0,8.0,25.0,12:30:00
1138,1138,105222,UBCukcuRB0s,https://www.youtube.com/watch?v=UBCukcuRB0s,2016.0,2.0,24.0,18:56:52
1139,1139,105222,Ez9xvFbEgEk,https://www.youtube.com/watch?v=Ez9xvFbEgEk,2017.0,5.0,5.0,15:36:03
1140,1140,113766,d3SA780wdqg,https://www.youtube.com/watch?v=d3SA780wdqg,2017.0,7.0,19.0,17:01:02
1141,1141,113766,xvWrNpkk32Q,https://www.youtube.com/watch?v=xvWrNpkk32Q,2017.0,7.0,27.0,12:59:56
1142,1142,87706,xF9T3AkqLic,https://www.youtube.com/watch?v=xF9T3AkqLic,2014.0,5.0,24.0,08:20:05
1143,1143,113766,VpKoPrrkBy4,https://www.youtube.com/watch?v=VpKoPrrkBy4,2015.0,11.0,17.0,15:43:15
1144,1144,94276,pacHJ5W8ir4,https://www.youtube.com/watch?v=pacHJ5W8ir4,2015.0,5.0,20.0,23:20:47
1145,1145,109761,h98RxEIz65g,https://www.youtube.com/watch?v=h98RxEIz65g,2015.0,6.0,6.0,12:22:53
1146,1146,109972,QV-l6hkuGtA,https://www.youtube.com/watch?v=QV-l6hkuGtA,2014.0,2.0,19.0,02:40:52
1147,1147,100901,AJrTqXF57g8,https://www.youtube.com/watch?v=AJrTqXF57g8,2013.0,4.0,28.0,01:34:09
1148,1148,106686,9EdCK_rSRFs,https://www.youtube.com/watch?v=9EdCK_rSRFs,2016.0,3.0,24.0,01:26:05
1149,1149,40566,qjqk-sJk8dQ,https://www.youtube.com/watch?v=qjqk-sJk8dQ,2017.0,4.0,12.0,21:03:27
1150,1150,113764,tb6qHQiP6qM,https://www.youtube.com/watch?v=tb6qHQiP6qM,2013.0,1.0,10.0,13:09:25
1151,1151,59684,QjjHv-XFto4,https://www.youtube.com/watch?v=QjjHv-XFto4,,,,
1152,1152,76400,nJTSLiyXuxQ,https://www.youtube.com/watch?v=nJTSLiyXuxQ,2015.0,3.0,11.0,22:00:00
1153,1153,53193,SdVz7efiRo0,https://www.youtube.com/watch?v=SdVz7efiRo0,2013.0,6.0,20.0,02:22:02
1154,1154,44789,-fcNL2fvQEM,https://www.youtube.com/watch?v=-fcNL2fvQEM,,,,
1155,1155,97633,Z5VRDm3oy8M,https://www.youtube.com/watch?v=Z5VRDm3oy8M,2016.0,9.0,13.0,10:13:39
1156,1156,94276,sA8ZPwu_Kz8,https://www.youtube.com/watch?v=sA8ZPwu_Kz8,2015.0,8.0,20.0,17:30:01
1157,1157,118780,x2ZN8cW7WKQ,https://www.youtube.com/watch?v=x2ZN8cW7WKQ,,,,
1158,1158,100901,AkrNyUXf_tU,https://www.youtube.com/watch?v=AkrNyUXf_tU,2016.0,5.0,10.0,10:32:55
1159,1159,77721,xAx3jYOgOMU,https://www.youtube.com/watch?v=xAx3jYOgOMU,2013.0,4.0,10.0,03:50:30
1160,1160,40566,XEOGKhlilQI,https://www.youtube.com/watch?v=XEOGKhlilQI,2014.0,6.0,26.0,02:00:31
1161,1161,68268,NElHAsJepbc,https://www.youtube.com/watch?v=NElHAsJepbc,2017.0,6.0,5.0,20:56:54
1162,1162,93376,BgMmmfm3GAQ,https://www.youtube.com/watch?v=BgMmmfm3GAQ,2013.0,7.0,2.0,22:00:01
1163,1163,87706,UENlwVbPoac,https://www.youtube.com/watch?v=UENlwVbPoac,2016.0,8.0,12.0,17:39:46
1164,1164,16136,gphly1-xH90,https://www.youtube.com/watch?v=gphly1-xH90,2017.0,8.0,18.0,05:52:38
1165,1165,23521,6rNyE71EncM,https://www.youtube.com/watch?v=6rNyE71EncM,2017.0,1.0,3.0,14:36:42
1166,1166,109972,cBdGCD5cr3g,https://www.youtube.com/watch?v=cBdGCD5cr3g,2015.0,1.0,14.0,19:00:04
1167,1167,53193,o_0DiKlwdy0,https://www.youtube.com/watch?v=o_0DiKlwdy0,2016.0,8.0,26.0,11:00:02
1168,1168,106686,_go7Uh7wXvc,https://www.youtube.com/watch?v=_go7Uh7wXvc,2010.0,11.0,22.0,05:31:25
1169,1169,91586,ZThHGuQfKD8,https://www.youtube.com/watch?v=ZThHGuQfKD8,2013.0,9.0,20.0,18:37:05
1170,1170,40596,kzAs0f3JKJs,https://www.youtube.com/watch?v=kzAs0f3JKJs,2016.0,5.0,3.0,17:40:23
1171,1171,34967,qPMkhAPTTsI,https://www.youtube.com/watch?v=qPMkhAPTTsI,2017.0,7.0,31.0,07:00:03
1172,1172,118421,M-wrbDH7qHM,https://www.youtube.com/watch?v=M-wrbDH7qHM,2017.0,7.0,3.0,16:26:53
1173,1173,77721,RmIaEcK67rc,https://www.youtube.com/watch?v=RmIaEcK67rc,2010.0,10.0,15.0,04:00:12
1174,1174,53193,2ws1uLGBtmo,https://www.youtube.com/watch?v=2ws1uLGBtmo,,,,
1175,1175,113766,X8tNYS2xwu8,https://www.youtube.com/watch?v=X8tNYS2xwu8,2014.0,11.0,3.0,19:29:58
1176,1176,77721,rEsNeR_e1FM,https://www.youtube.com/watch?v=rEsNeR_e1FM,2015.0,1.0,22.0,21:24:13
1177,1177,71781,OCnwHd4jYJs,https://www.youtube.com/watch?v=OCnwHd4jYJs,2010.0,9.0,13.0,18:21:12
1178,1178,91515,I9xrNNyyLXc,https://www.youtube.com/watch?v=I9xrNNyyLXc,2015.0,6.0,17.0,16:47:42
1179,1179,96366,YpgjbPrzvpM,https://www.youtube.com/watch?v=YpgjbPrzvpM,,,,
1180,1180,44047,OCpPOX1gJ-E,https://www.youtube.com/watch?v=OCpPOX1gJ-E,2011.0,5.0,26.0,20:25:32
1181,1181,40596,4C-ZUGi4R-Q,https://www.youtube.com/watch?v=4C-ZUGi4R-Q,2014.0,4.0,11.0,12:30:08
1182,1182,16815,k9LkgY6iEEU,https://www.youtube.com/watch?v=k9LkgY6iEEU,,,,
1183,1183,76412,urJmjITVJwc,https://www.youtube.com/watch?v=urJmjITVJwc,2017.0,12.0,7.0,20:58:19
1184,1184,105253,PJRt-pmdenI,https://www.youtube.com/watch?v=PJRt-pmdenI,,,,
1185,1185,110266,umVzBwV1uS0,https://www.youtube.com/watch?v=umVzBwV1uS0,2017.0,1.0,26.0,16:11:03
1186,1186,118831,BzRhbBhp5bE,https://www.youtube.com/watch?v=BzRhbBhp5bE,2017.0,3.0,4.0,21:16:35
1187,1187,113766,GXnLEUlXdeU,https://www.youtube.com/watch?v=GXnLEUlXdeU,2017.0,3.0,4.0,16:00:03
1188,1188,105253,yFniLOHakvk,https://www.youtube.com/watch?v=yFniLOHakvk,,,,
1189,1189,34967,3aAfpqGlMgY,https://www.youtube.com/watch?v=3aAfpqGlMgY,2014.0,7.0,2.0,15:06:31
1190,1190,113766,7ABpSrwd5q4,https://www.youtube.com/watch?v=7ABpSrwd5q4,2013.0,10.0,5.0,20:47:26
1191,1191,14133,6QdQ4f5jFVU,https://www.youtube.com/watch?v=6QdQ4f5jFVU,2016.0,8.0,19.0,08:44:58
1192,1192,59684,29dN4svdg5Y,https://www.youtube.com/watch?v=29dN4svdg5Y,,,,
1193,1193,16815,LFuvCyTgegY,https://www.youtube.com/watch?v=LFuvCyTgegY,2010.0,1.0,13.0,22:05:13
1194,1194,23521,txi8FPcHhVs,https://www.youtube.com/watch?v=txi8FPcHhVs,2015.0,6.0,27.0,19:13:54
1195,1195,44789,DCUwmHQ9F3Y,https://www.youtube.com/watch?v=DCUwmHQ9F3Y,2015.0,4.0,22.0,20:10:53
1196,1196,118831,uoWmvcuigDA,https://www.youtube.com/watch?v=uoWmvcuigDA,2016.0,4.0,14.0,08:06:05
1197,1197,94276,HeSgPS6GCeA,https://www.youtube.com/watch?v=HeSgPS6GCeA,2008.0,10.0,27.0,18:26:45
1198,1198,44047,miB7OvXDfZY,https://www.youtube.com/watch?v=miB7OvXDfZY,,,,
1199,1199,23521,KEPLDPFNwTE,https://www.youtube.com/watch?v=KEPLDPFNwTE,2012.0,2.0,15.0,18:41:47
1200,1200,94276,PheQSNVNROg,https://www.youtube.com/watch?v=PheQSNVNROg,,,,
1201,1201,76400,0LqWYgdsX5A,https://www.youtube.com/watch?v=0LqWYgdsX5A,2014.0,5.0,5.0,14:48:03
1202,1202,14133,HCAPjIVOdJw,https://www.youtube.com/watch?v=HCAPjIVOdJw,2013.0,8.0,13.0,15:06:05
1203,1203,87706,UK_wGWM3qf0,https://www.youtube.com/watch?v=UK_wGWM3qf0,2014.0,3.0,11.0,02:28:54
1204,1204,41718,cfc1hyksnKs,https://www.youtube.com/watch?v=cfc1hyksnKs,2015.0,7.0,22.0,21:00:55
1205,1205,118780,asFhP91MIzk,https://www.youtube.com/watch?v=asFhP91MIzk,2017.0,5.0,9.0,18:30:02
1206,1206,40566,4bx3l3RqTRo,https://www.youtube.com/watch?v=4bx3l3RqTRo,2015.0,5.0,8.0,10:10:16
1207,1207,68268,zFtHPmpVvto,https://www.youtube.com/watch?v=zFtHPmpVvto,2016.0,1.0,31.0,19:46:59
1208,1208,113766,Dk3DPGB8mwM,https://www.youtube.com/watch?v=Dk3DPGB8mwM,2017.0,7.0,26.0,17:51:00
1209,1209,95603,ONU8kBHHitU,https://www.youtube.com/watch?v=ONU8kBHHitU,2014.0,11.0,18.0,00:39:02
1210,1210,91537,wWbcw7MoHBE,https://www.youtube.com/watch?v=wWbcw7MoHBE,,,,
1211,1211,108098,v3hxP_sARK0,https://www.youtube.com/watch?v=v3hxP_sARK0,2017.0,4.0,24.0,08:09:19
1212,1212,53193,BwrX5tKZeC0,https://www.youtube.com/watch?v=BwrX5tKZeC0,2015.0,6.0,6.0,02:50:06
1213,1213,87706,Yx39HPT1Suo,https://www.youtube.com/watch?v=Yx39HPT1Suo,2012.0,7.0,20.0,19:47:06
1214,1214,53193,qDkxqxTRKYo,https://www.youtube.com/watch?v=qDkxqxTRKYo,2016.0,1.0,2.0,23:45:55
1215,1215,44789,MiidziDcjeM,https://www.youtube.com/watch?v=MiidziDcjeM,,,,
1216,1216,93400,D6G6DTM8ViQ,https://www.youtube.com/watch?v=D6G6DTM8ViQ,2013.0,4.0,19.0,22:50:43
1217,1217,53193,lJ8Ec-ko7jA,https://www.youtube.com/watch?v=lJ8Ec-ko7jA,2017.0,8.0,10.0,04:56:22
1218,1218,59684,cvwtnO8feQU,https://www.youtube.com/watch?v=cvwtnO8feQU,2013.0,3.0,22.0,00:25:55
1219,1219,87706,_rQO_sHmkJ4,https://www.youtube.com/watch?v=_rQO_sHmkJ4,2009.0,7.0,5.0,19:55:28
1220,1220,105762,IXnZ9d8aXCE,https://www.youtube.com/watch?v=IXnZ9d8aXCE,2010.0,4.0,11.0,19:18:36
1221,1221,91515,0m9PdgJuxh8,https://www.youtube.com/watch?v=0m9PdgJuxh8,2014.0,3.0,22.0,20:20:31
1222,1222,105253,7iz2Wx4RuJo,https://www.youtube.com/watch?v=7iz2Wx4RuJo,2016.0,7.0,15.0,10:00:00
1223,1223,89899,KjJFhhhUw1k,https://www.youtube.com/watch?v=KjJFhhhUw1k,2013.0,6.0,29.0,14:32:11
1224,1224,67160,O6bpsWkL0g4,https://www.youtube.com/watch?v=O6bpsWkL0g4,2009.0,8.0,8.0,04:17:14
1225,1225,71781,PaYNEFn5tpI,https://www.youtube.com/watch?v=PaYNEFn5tpI,2012.0,6.0,30.0,14:47:31
1226,1226,91515,4KcwBkU6Wqw,https://www.youtube.com/watch?v=4KcwBkU6Wqw,2013.0,5.0,13.0,03:23:56
1227,1227,108098,-OZgDMNGpQY,https://www.youtube.com/watch?v=-OZgDMNGpQY,2018.0,2.0,9.0,10:05:02
1228,1228,44047,OIJrOQALhTQ,https://www.youtube.com/watch?v=OIJrOQALhTQ,2012.0,10.0,29.0,04:30:07
1229,1229,23521,sN6iQyzguN4,https://www.youtube.com/watch?v=sN6iQyzguN4,2016.0,4.0,8.0,03:32:41
1230,1230,105259,VuQsZH4k5IU,https://www.youtube.com/watch?v=VuQsZH4k5IU,2013.0,7.0,2.0,21:41:54
1231,1231,67160,0zCcdUisxYw,https://www.youtube.com/watch?v=0zCcdUisxYw,2016.0,2.0,13.0,18:39:29
1232,1232,113766,WrHdbhtJNfA,https://www.youtube.com/watch?v=WrHdbhtJNfA,2016.0,12.0,16.0,19:18:10
1233,1233,59684,Je9oAUlhPCQ,https://www.youtube.com/watch?v=Je9oAUlhPCQ,2015.0,11.0,23.0,12:15:35
1234,1234,57396,OlFsSuzWwnM,https://www.youtube.com/watch?v=OlFsSuzWwnM,2017.0,12.0,12.0,18:33:56
1235,1235,53193,e4QT8eRA0Bw,https://www.youtube.com/watch?v=e4QT8eRA0Bw,2013.0,6.0,10.0,01:31:35
1236,1236,118779,0xOTWTzkreA,https://www.youtube.com/watch?v=0xOTWTzkreA,2015.0,4.0,8.0,08:57:41
1237,1237,23521,DKySYRxgQHs,https://www.youtube.com/watch?v=DKySYRxgQHs,,,,
1238,1238,91515,dHAiCKnFCJM,https://www.youtube.com/watch?v=dHAiCKnFCJM,2010.0,2.0,12.0,11:50:26
1239,1239,14133,ZGIeTezEqp8,https://www.youtube.com/watch?v=ZGIeTezEqp8,2015.0,11.0,6.0,13:00:02
1240,1240,71781,1E0_p91stN0,https://www.youtube.com/watch?v=1E0_p91stN0,2015.0,8.0,17.0,12:00:01
1241,1241,77721,PvslOokPgLE,https://www.youtube.com/watch?v=PvslOokPgLE,2011.0,4.0,5.0,18:14:33
1242,1242,67160,gn7jaW6fRKA,https://www.youtube.com/watch?v=gn7jaW6fRKA,2013.0,12.0,15.0,19:22:51
1243,1243,51659,Flxf_UEgG6A,https://www.youtube.com/watch?v=Flxf_UEgG6A,2013.0,1.0,11.0,01:03:19
1244,1244,40566,y6jpNC6emOQ,https://www.youtube.com/watch?v=y6jpNC6emOQ,2013.0,12.0,2.0,03:03:37
1245,1245,40610,BNwa0lONtbc,https://www.youtube.com/watch?v=BNwa0lONtbc,2012.0,7.0,1.0,04:06:55
1246,1246,113766,kqTHVBOXPGM,https://www.youtube.com/watch?v=kqTHVBOXPGM,2016.0,8.0,26.0,11:30:01
1247,1247,76400,7IggORrk2sM,https://www.youtube.com/watch?v=7IggORrk2sM,,,,
1248,1248,23521,DUhlrNEsKys,https://www.youtube.com/watch?v=DUhlrNEsKys,2013.0,6.0,12.0,06:30:06
1249,1249,44789,rYWcL76WMRg,https://www.youtube.com/watch?v=rYWcL76WMRg,2012.0,11.0,20.0,05:04:09
1250,1250,118779,PnxuQc16hKM,https://www.youtube.com/watch?v=PnxuQc16hKM,2012.0,5.0,17.0,18:39:30
1251,1251,91518,WlPozvfxeAE,https://www.youtube.com/watch?v=WlPozvfxeAE,2015.0,9.0,15.0,00:25:13
1252,1252,29477,BS7vo3P8rh4,https://www.youtube.com/watch?v=BS7vo3P8rh4,2015.0,8.0,21.0,16:08:11
1253,1253,59684,BrLX1X1JvSs,https://www.youtube.com/watch?v=BrLX1X1JvSs,2016.0,11.0,23.0,04:55:07
